name1,imagenum1,name2,imagenum2,label
Astou_Ndiaye-Diatta,1,Leonard_Hamilton,2,0
Natalie_Cole,3,John_Henry,1,0
Ahmed_Ahmed,1,Gilberto_Rodriguez_Orejuela,1,0
George_Lucas,1,Robert_Bullock,2,0
Harland_Braun,1,Satnarine_Sharma,1,0
George_HW_Bush,11,Nina_Jacobson,1,0
Patrice_Chereau,1,Patrice_Chereau,2,1
Jamling_Norgay,1,Kathie_Louise_Saunders,1,0
Billy_Sollie,2,Assad_Ahmadi,1,0
Dianne_Feinstein,3,Dianne_Feinstein,1,1
Jan_van_Breda_Kolff,1,Cosmo_Iacavazzi,1,0
Chris_Forsyth,1,Jada_Pinkett_Smith,2,0
Jim_Tressel,1,Jim_Tressel,4,1
Anders_Fogh_Rasmussen,1,Anders_Fogh_Rasmussen,4,1
Gwyneth_Paltrow,2,Gwyneth_Paltrow,4,1
Nelson_Mandela,2,Nelson_Mandela,3,1
Andy_Madikians,1,Rolf_Eckrodt,1,0
Colin_Powell,36,Colin_Powell,96,1
Leonid_Kuchma,4,Leonid_Kuchma,1,1
Dick_Cheney,14,Dick_Cheney,1,1
Thaksin_Shinawatra,1,Thaksin_Shinawatra,2,1
Naji_Sabri,2,Steve_Largent,1,0
Nia_Vardalos,4,Michel_Charles_Chretien,1,0
Mike_Krzyzewski,1,Mike_Krzyzewski,5,1
Misty_Dawn_Clymer,1,Chris_Matthews,1,0
Garry_Alejano,1,Frederick_Madden,1,0
Pele,1,Samantha_Ledster,1,0
Eduardo_Chillida,1,Guillaume_Cannet,1,0
Bob_Stoops,5,Bob_Stoops,4,1
David_Caruso,2,David_Caruso,3,1
Miranda_Otto,1,Hisao_Oguchi,1,0
Chita_Rivera,1,Eduardo_Chillida,1,0
Rupert_Grint,1,Rupert_Grint,2,1
Natanaela_Barnova,1,Colin_Jackson,1,0
Johnny_Tapia,3,Johnny_Tapia,1,1
Ralph_Firman,2,Edward_James_Olmos,2,0
Charles_Mathews,2,Charles_Mathews,1,1
Mike_Babcock,1,Mike_Babcock,2,1
Shawn_Bradley,1,Jen_Bice,1,0
Tony_Shalhoub,2,Tony_Shalhoub,3,1
Francis_George,2,Mike_Scioscia,2,0
Ai_Sugiyama,2,Ai_Sugiyama,5,1
Kathleen_Kennedy_Townsend,3,Kathleen_Kennedy_Townsend,2,1
Ronald_Reagan,2,Ronald_Reagan,1,1
Rob_Schneider,1,Dave_Matthews,1,0
Pedro_Duque,1,Mikhail_Kasyanov,1,0
Dianne_Feinstein,2,Dianne_Feinstein,1,1
Margaret_Okayo,1,Cameron_Diaz,1,0
Sherry_Fisher,1,Mike_Tyson,3,0
Larry_Lucchino,2,Larry_Lucchino,1,1
Zalmay_Khalilzad,1,Cristiano_da_Matta,1,0
Jong_Thae_Hwa,2,Jong_Thae_Hwa,1,1
Cherie_Blair,3,Cherie_Blair,1,1
Tom_Craddick,2,Gloria_Gaynor,1,0
Christine_Ebersole,2,Christine_Ebersole,1,1
Serena_Williams,39,Serena_Williams,37,1
Steve_Coogan,1,Robert_DeFraites,1,0
Melanie_Griffith,3,Melanie_Griffith,2,1
Jason_Jennings,2,Jason_Jennings,1,1
Mikhail_Wehbe,4,Mikhail_Wehbe,3,1
Marion_Barry,1,Geraldine_Chaplin,4,0
Mario_Kreutzberger,2,Mario_Kreutzberger,1,1
Jeb_Bush,4,Jeb_Bush,7,1
Alvaro_Uribe,24,Alvaro_Uribe,15,1
Jeffrey_Archer,1,Jeffrey_Archer,2,1
Michel_Duclos,1,Michel_Duclos,2,1
Bijan_Namdar_Zangeneh,2,Bijan_Namdar_Zangeneh,1,1
Eglis_Yaima_Cruz,1,Mark_Stuart,1,0
Caroline_Kennedy,2,Miguel_Jimenez,1,0
Ted_Nolan,1,Hashan_Tillakaratne,1,0
Daniele_Nardello,1,Ray_Allen,2,0
Marc_Racicot,1,Davis_Love_III,1,0
Matthew_Broderick,2,Matthew_Broderick,1,1
Jude_Law,2,Patty_Duke,1,0
Scott_Blum,1,Stuart_Whitman,1,0
Amber_Tamblyn,1,Amber_Tamblyn,2,1
James_Parker,2,James_Parker,1,1
Bud_Selig,3,Bud_Selig,2,1
Tassos_Papadopoulos,3,Jane_Riley,1,0
Owen_Wilson,1,Tiffany_Limos,1,0
Fatma_Kusibeh,1,Randy_Brown,1,0
Steven_Briggs,1,Ray_Liotta,1,0
Christine_Todd_Whitman,5,Christine_Todd_Whitman,6,1
Marc-Andre_Fleury,1,Joe_Calzaghe,1,0
Tom_Daschle,23,Tom_Daschle,3,1
Felipe_De_Borbon,1,Ben_Chandler,1,0
Mike_Samp,1,Silvio_Fernandez,1,0
Lena_Katina,1,Roberto_Carlos,1,0
Rod_Blagojevich,1,Jennifer_Capriati,21,0
John_McCormack,2,Sybille_Schmid,1,0
Donald_Anderson,1,Randy_Travis,1,0
Alvaro_Uribe,33,Alvaro_Uribe,24,1
Mohamed_ElBaradei,8,Phil_Vassar,2,0
Tian_Liang,1,Mikhail_Kasyanov,4,0
Bill_Kollar,1,Judy_Vassar,1,0
Vidar_Helgesen,1,Ahmed_Ghazi,1,0
John_Bond,1,Osrat_Iosef,1,0
Jeffrey_Jones,1,Jeffrey_Jones,2,1
Ahmed_Chalabi,3,Ahmed_Chalabi,1,1
Marat_Safin,3,Marat_Safin,1,1
Mohamed_ElBaradei,6,Mohamed_ElBaradei,4,1
Will_Smith,1,Will_Smith,2,1
Howard_Smith,1,Ann_Veneman,6,0
Jan_Ullrich,3,Jan_Ullrich,1,1
Danny_Morgan,1,Alicia_Hollowell,1,0
Gilberto_Rodriguez_Orejuela,4,Gilberto_Rodriguez_Orejuela,3,1
Oprah_Winfrey,1,Oprah_Winfrey,3,1
Gerry_Adams,2,Barbara_Walters,2,0
Erskine_Bowles,1,Terrence_Trammell,1,0
Mahathir_Mohamad,9,Mahathir_Mohamad,2,1
Ed_Smart,2,Cristiano_da_Matta,1,0
Natasha_Lyonne,1,Raul_Chacon,1,0
Barry_Bonds,1,Roger_Mahony,1,0
Nora_Bendijo,2,Nora_Bendijo,1,1
Rick_Rickert,1,Jose_Genoino,1,0
Steve_Phillips,1,Paul_Johnson,1,0
Mukesh_Ambani,2,Mukesh_Ambani,1,1
Gwyneth_Paltrow,3,Gwyneth_Paltrow,2,1
Filippo_Inzaghi,1,Manfred_Reyes_Villa,1,0
Alex_Sink,3,Alex_Sink,1,1
Nancy_Pelosi,3,Nancy_Pelosi,13,1
Pamela_Anderson,1,Kenneth_Evans,2,0
Sean_Hayes,2,Sean_Hayes,1,1
Nizar_Trabelsi,1,Ben_Betts,1,0
Jacques_Villeneuve,1,David_Beckham,1,0
Shane_Mosley,2,Shane_Mosley,1,1
Marina_Anissina,2,Marina_Anissina,1,1
Hilda_Fortune,1,Brian_Scalabrine,1,0
Pat_Cox,2,Pat_Cox,1,1
Thomas_Weston,1,Juliette_Binoche,1,0
Scott_Peterson,5,Scott_Peterson,2,1
Dan_Morales,1,Phil_Johnson,1,0
Ben_Davis,1,Steve_Redgrave,1,0
Charlton_Heston,5,Bobo_Balde,1,0
Abraham_Foxman,1,Hung_Wan-ting,1,0
Catherine_Deneuve,2,Catherine_Deneuve,5,1
Muammar_Gaddafi,2,Muammar_Gaddafi,1,1
Martin_Brooke,1,Daniela_Hantuchova,2,0
Terry_Semel,1,Karen_Clarkson,1,0
Mike_Weir,4,Gary_Williams,1,0
Gloria_Gaynor,1,Claudio_Abbado,1,0
Glafcos_Clerides,3,Enrique_Medina_Gomez,1,0
John_Wolf,1,John_Wolf,2,1
Rollie_Massimino,1,Tuncay_Sanli,1,0
David_Stern,1,David_Stern,3,1
Pedro_Almodovar,3,Pedro_Almodovar,6,1
Jeong_Se-hyun,8,Jeong_Se-hyun,7,1
Martin_McCauley,1,Martin_McCauley,2,1
Prince_Claus,4,Prince_Claus,1,1
Princess_Victoria,1,Bryan_Adams,1,0
Kristin_Davis,2,Kristin_Davis,3,1
Elvis_Presley,1,Elvis_Presley,2,1
Na_Na_Keum,1,Prince_Willem-Alexander,3,0
Bill_Richardson,1,Madeleine_Webber,1,0
Ana_Guevara,5,Ana_Guevara,4,1
Noelle_Bush,3,Noelle_Bush,4,1
Patrick_Roy,2,Patrick_Roy,1,1
Michael_J_Sheehan,2,Michael_J_Sheehan,1,1
Sebastian_Saja,3,Andrea_Kiser,1,0
Mary_Elizabeth_Mastrantonio,1,Sim_Yong,1,0
Angela_Mascia-Frye,1,Anna_Nicole_Smith,1,0
Diego_Armando_Maradona,1,Nikki_McKibbin,1,0
Edie_Falco,1,Edie_Falco,2,1
John_Abizaid,4,John_Abizaid,1,1
Theo_Epstein,2,Theo_Epstein,1,1
Luther_Htu,1,Yoon_Jeong_Cho,1,0
Carlos_Moya,9,Carlos_Moya,15,1
Anibal_Ibarra,3,Markus_Naslund,1,0
Gary_Locke,2,Gary_Locke,1,1
Maria_Shriver,2,Maria_Shriver,4,1
Micah_Knorr,1,Kyoko_Nakayama,1,0
George_Lopez,2,George_Lopez,1,1
Mick_Jagger,5,Mick_Jagger,3,1
Fred_Thompson,2,Fred_Thompson,1,1
Stephen_Cooper,1,Lily_Tomlin,2,0
Heather_Whitestone_McCallum,1,Yoon_Jin-Sik,1,0
Thomas_Ferguson,1,Patricia_Johnson,1,0
Abdullatif_Sener,2,Abdullatif_Sener,1,1
Ted_Maher,1,Ted_Maher,2,1
Jose_Canseco_Sr,1,Gerard_Tronche,1,0
Jo_Dee_Messina,1,Brenda_Wilson,1,0
Prince_Philippe,1,Hikmat_al-Azzawi,1,0
Nicolas_Latorre,1,Tony_Shalhoub,3,0
Daryl_Sabara,1,Noor_Mohammed,1,0
Ramon_Ponce_de_Leon,1,Frank_Marshall,1,0
Valdas_Adamkus,1,Valdas_Adamkus,2,1
John_Negroponte,15,John_Negroponte,4,1
Manfred_Stolpe,2,Manfred_Stolpe,1,1
Robert_Redford,8,Robert_Redford,2,1
Diana_Krall,1,Fred_Thompson,3,0
Talisa_Bratt,1,Atom_Egoyan,1,0
Jason_Sehorn,1,Saadi_Gadhafi,1,0
Rainer_Schuettler,4,Rainer_Schuettler,3,1
David_Caruso,3,David_Caruso,2,1
Patti_Labelle,3,Patti_Labelle,1,1
Julie_Goodenough,1,Phan_Van_Khai,1,0
Larry_Ellison,1,Larry_Ellison,2,1
Rafael_Bielsa,1,Ernesto_Zedillo,2,0
Carol_Burnett,1,AJ_Lamas,1,0
Ludwig_Ovalle,1,Hu_Maoyuan,1,0
John_Abizaid,5,Jim_Harrick,1,0
Shannon_OBrien,1,Tom_Christerson,1,0
Paula_Zahn,2,Bryan_Thomas,1,0
Romano_Prodi,6,Romano_Prodi,7,1
Guenter_Verheugen,1,David_Tornberg,1,0
John_Mayer,1,John_Mayer,3,1
Eric_Daze,1,Farida_Ragoonanan,1,0
Felipe_Perez_Roque,1,Felipe_Perez_Roque,4,1
Bernadette_Peters,1,Surya_Bahadur_Thapa,1,0
Rick_Romley,2,Joshua_Harapko,1,0
Shinya_Taniguchi,1,Scott_Yates,1,0
Kate_Hudson,3,Kate_Hudson,8,1
Gary_Winnick,2,Gary_Winnick,1,1
John_F_Kennedy_Jr,2,John_F_Kennedy_Jr,1,1
Phil_Cline,1,Robert_Woody_Johnson,1,0
Roger_Clemens,1,Roger_Clemens,2,1
David_Canary,1,Idi_Amin,1,0
Emmanuelle_Beart,1,Emmanuelle_Beart,2,1
Alec_Baldwin,3,Alec_Baldwin,1,1
Rodrigo_Borja,1,Rodrigo_Borja,2,1
Michael_Kostelnik,1,Michael_Kostelnik,2,1
Dudley_Rogers,1,Raghad_Saddam_Hussein,2,0
Donnie_Brennan,1,George_Brumley,2,0
Mary_Frances_Seiter,1,Karin_Pilsaeter,1,0
Fabrice_Santoro,3,Woodrow_Stanley,1,0
Hisao_Oguchi,1,Hisao_Oguchi,2,1
Joe_Glover,1,Coretta_Scott_King,1,0
Rebecca_Romijn-Stamos,2,Rebecca_Romijn-Stamos,1,1
Nestor_Kirchner,24,Nestor_Kirchner,9,1
Akbar_Hashemi_Rafsanjani,2,Akbar_Hashemi_Rafsanjani,1,1
Ali_Adbul_Karim_Madani,1,Prince_Willem-Alexander,1,0
Franz_Beckenbauer,1,Franz_Beckenbauer,2,1
Emanuel_Ginobili,1,Emanuel_Ginobili,4,1
Michael_Chang,3,Michael_Chang,7,1
Scott_McClellan,2,Scott_McClellan,4,1
Willis_Roberts,1,David_Zeplowitz,1,0
Stellan_Skarsgard,2,Stellan_Skarsgard,1,1
Roger_Mahony,1,Jerelle_Kraus,1,0
Larry_Campbell,1,Sandra_Milo,1,0
David_Caraway,2,David_Caraway,1,1
Sofia_Milos,1,Eloy_Gutierrez,1,0
Kevin_Harvick,1,Paddy_Long,1,0
James_Becker,1,Syed_Ibrahim,1,0
Ernesto_Zedillo,1,Ernesto_Zedillo,2,1
Duane_Barber,1,John_Henry,1,0
Gordon_Brown,10,Gordon_Brown,11,1
Joan_Claybrook,1,Joan_Claybrook,2,1
Natalia_Verbeke,1,Qusai_Hussein,1,0
Manfred_Stolpe,1,Manfred_Stolpe,2,1
John_Snow,1,John_Snow,6,1
Ann_Godbehere,1,Marcelo_Bielsa,1,0
Javier_Solana,1,Javier_Solana,9,1
Janica_Kostelic,2,Micky_Ward,1,0
Omar_Sharif,1,Omar_Sharif,3,1
Justin_Timberlake,4,Justin_Timberlake,8,1
Kevin_Spacey,2,Kevin_Spacey,4,1
Rogelio_Montemayor,1,Hashim_Thaci,2,0
Jonathan_Edwards,7,Bettina_Rheims,1,0
Lina_Krasnoroutskaya,1,Lina_Krasnoroutskaya,2,1
Mohamed_ElBaradei,1,Mohamed_ElBaradei,7,1
Mikhail_Shvydkoi,1,Jon_Corzine,1,0
George_Galloway,4,George_Galloway,2,1
Brennon_Leighton,1,Ann_Landers,1,0
Roberto_Guaterroma,1,Duncan_Fletcher,1,0
Pierce_Brosnan,12,Pierce_Brosnan,3,1
Robert_Zoellick,7,Robert_Zoellick,5,1
Ali_Mohammed_Maher,1,Eloy_Gutierrez,1,0
Richard_Perle,1,Franco_Cangele,1,0
Peter_Hartz,1,Kimora_Lee,1,0
Scott_Ritter,2,Scott_Ritter,1,1
James_Gandolfini,2,Ray_Halbritter,1,0
Roger_Clemens,2,Porter_Goss,1,0
Lee_Soo-hyuck,1,Hiroki_Gomi,1,0
Jude_Law,1,Jude_Law,2,1
Bijan_Namdar_Zangeneh,1,Bijan_Namdar_Zangeneh,2,1
Marcus_Gronholm,1,Marcus_Gronholm,2,1
Luis_Figo,1,Luis_Figo,3,1
Micky_Ward,1,Richard_Regenhard,1,0
