Image,Faces Detected,Landmarks Detected,Detection Time (s),Success
Gerard_Butler_0001.jpg,1,1,0.01746988296508789,True
Jose_Maria_Aznar_0022.jpg,1,1,0.019079923629760742,True
Peter_Goldmark_0001.jpg,1,1,0.014981269836425781,True
John_Negroponte_0017.jpg,1,1,0.017512083053588867,True
Charlie_Coles_0001.jpg,1,1,0.014341354370117188,True
Holly_Robinson_Peete_0001.jpg,1,1,0.016426801681518555,True
Mike_Weir_0006.jpg,1,1,0.015509843826293945,True
Jennifer_Garner_0008.jpg,1,1,0.015033245086669922,True
Hunter_Bates_0001.jpg,1,1,0.015825748443603516,True
Ana_Palacio_0003.jpg,1,1,0.015764713287353516,True
Maria_Sanchez_Lorenzo_0001.jpg,1,1,0.015006780624389648,True
Guillermo_Ortiz_0001.jpg,1,1,0.014876365661621094,True
Gloria_Macapagal_Arroyo_0040.jpg,1,1,0.018871545791625977,True
Anna_Kournikova_0006.jpg,1,1,0.01544046401977539,True
Jonathan_Woodgate_0001.jpg,1,1,0.021304845809936523,True
Juan_Carlos_Ferrero_0027.jpg,1,1,0.017048120498657227,True
Condoleezza_Rice_0004.jpg,2,2,0.028200149536132812,True
David_Beckham_0012.jpg,1,1,0.015180587768554688,True
Tom_Ridge_0016.jpg,1,1,0.015848875045776367,True
Donald_Rumsfeld_0067.jpg,1,1,0.016727447509765625,True
George_W_Bush_0223.jpg,3,3,0.03445911407470703,True
Donald_Rumsfeld_0032.jpg,1,1,0.017464399337768555,True
Jeff_Hornacek_0001.jpg,1,1,0.019292593002319336,True
Michael_Schumacher_0009.jpg,1,1,0.01859450340270996,True
John_Eastman_0001.jpg,1,1,0.015166282653808594,True
Julie_Infante_0001.jpg,1,1,0.01742100715637207,True
Dexter_Jackson_0001.jpg,1,1,0.01440882682800293,True
Rachel_Wadsworth_0001.jpg,1,1,0.018296241760253906,True
Jacques_Rogge_0007.jpg,1,1,0.015857934951782227,True
Jack_Straw_0015.jpg,1,1,0.023487329483032227,True
Venus_Williams_0017.jpg,1,1,0.015346288681030273,True
David_Trimble_0002.jpg,1,1,0.016789913177490234,True
Pervez_Musharraf_0012.jpg,1,1,0.01759505271911621,True
Margaret_Caruso_0001.jpg,1,1,0.020606040954589844,True
Gil_de_Ferran_0004.jpg,1,1,0.02518439292907715,True
Luiz_Inacio_Lula_da_Silva_0006.jpg,1,1,0.018101930618286133,True
Jean_Chretien_0018.jpg,1,1,0.019499778747558594,True
Bill_Gates_0008.jpg,1,1,0.019434213638305664,True
Ali_Adbul_Karim_Madani_0001.jpg,1,1,0.019612789154052734,True
Colin_Powell_0108.jpg,1,1,0.015295982360839844,True
George_W_Bush_0356.jpg,1,1,0.03304481506347656,True
Jacques_Chirac_0043.jpg,1,1,0.02750420570373535,True
Al_Sharpton_0002.jpg,1,1,0.02570652961730957,True
Robin_Wagner_0001.jpg,1,1,0.021370410919189453,True
Ralph_Klein_0002.jpg,1,1,0.022968530654907227,True
Xanana_Gusmao_0004.jpg,1,1,0.02532815933227539,True
Tonga_0001.jpg,1,1,0.022428274154663086,True
Carol_Burnett_0001.jpg,1,1,0.023453712463378906,True
Britney_Spears_0005.jpg,1,1,0.02363443374633789,True
George_W_Bush_0066.jpg,1,1,0.02326178550720215,True
Laura_Bush_0022.jpg,1,1,0.034363746643066406,True
George_W_Bush_0320.jpg,1,1,0.02138042449951172,True
Daniel_Bruehl_0001.jpg,1,1,0.019770145416259766,True
Arnold_Schwarzenegger_0023.jpg,1,1,0.021652698516845703,True
Sally_Kirkland_0001.jpg,1,1,0.02086615562438965,True
Grady_Little_0001.jpg,1,1,0.02460169792175293,True
Jose_Maria_Aznar_0019.jpg,1,1,0.021486759185791016,True
Gen_Meredith_0001.jpg,1,1,0.02245783805847168,True
Edmund_Stoiber_0010.jpg,1,1,0.0174558162689209,True
Tim_Conway_0003.jpg,1,1,0.017168045043945312,True
Joan_Collins_0001.jpg,1,1,0.017526626586914062,True
Asa_Hutchinson_0001.jpg,1,1,0.022525787353515625,True
Kwon_Yang-sook_0001.jpg,1,1,0.02042102813720703,True
Estella_Warren_0001.jpg,1,1,0.024449586868286133,True
Helen_Alvare_0001.jpg,1,1,0.021414756774902344,True
Hamza_Atiya_Muhsen_0001.jpg,1,1,0.017654895782470703,True
Ismail_Abu_Shanab_0001.jpg,1,1,0.01801586151123047,True
Boris_Becker_0004.jpg,1,1,0.03191208839416504,True
Benazir_Bhutto_0003.jpg,1,1,0.035941362380981445,True
Mohammed_Mehdi_Saleh_0001.jpg,1,1,0.03783464431762695,True
George_W_Bush_0358.jpg,1,1,0.037690162658691406,True
Gary_Winnick_0001.jpg,1,1,0.04405546188354492,True
Joe_Dicaro_0001.jpg,1,1,0.028167247772216797,True
Lance_Armstrong_0006.jpg,1,1,0.02122974395751953,True
Terry_McAuliffe_0002.jpg,1,1,0.020963430404663086,True
Lance_Armstrong_0011.jpg,1,1,0.021522045135498047,True
Paul_Burrell_0006.jpg,2,2,0.035779476165771484,True
Gerhard_Schroeder_0025.jpg,1,1,0.02297234535217285,True
Tom_Scully_0001.jpg,1,1,0.020756006240844727,True
Colin_Powell_0029.jpg,1,1,0.021445751190185547,True
Gaston_Gaudio_0001.jpg,1,1,0.022448301315307617,True
Ariel_Sharon_0073.jpg,1,1,0.022741317749023438,True
Silvio_Berlusconi_0008.jpg,1,1,0.021242141723632812,True
Liliana_Cavani_0001.jpg,1,1,0.02512383460998535,True
David_Bell_0001.jpg,2,2,0.038767099380493164,True
Walter_Mondale_0009.jpg,1,1,0.020612001419067383,True
Jesus_Cardenal_0001.jpg,2,2,0.04701638221740723,True
Barry_Bonds_0001.jpg,1,1,0.0210421085357666,True
Robert_Douglas_0001.jpg,1,1,0.020919322967529297,True
Naomi_Watts_0019.jpg,1,1,0.019817352294921875,True
George_W_Bush_0440.jpg,1,1,0.017293930053710938,True
Richard_Myers_0014.jpg,1,1,0.024181365966796875,True
Rita_Moreno_0002.jpg,2,2,0.03791069984436035,True
Bob_Graham_0002.jpg,1,1,0.021399736404418945,True
Barrett_Jackman_0001.jpg,1,1,0.021944761276245117,True
Joschka_Fischer_0004.jpg,1,1,0.03451824188232422,True
Bill_Simon_0001.jpg,1,1,0.048561811447143555,True
George_W_Bush_0367.jpg,1,1,0.030301570892333984,True
Recep_Tayyip_Erdogan_0024.jpg,1,1,0.01709914207458496,True
Guy_Verhofstadt_0001.jpg,1,1,0.01797032356262207,True
Robbie_Coltrane_0001.jpg,1,1,0.024319171905517578,True
Jose_Manuel_Durao_Barroso_0006.jpg,1,1,0.015928268432617188,True
Hugo_Chavez_0050.jpg,1,1,0.015030145645141602,True
Scott_Rolen_0001.jpg,1,1,0.017203330993652344,True
Roh_Moo-hyun_0020.jpg,1,1,0.0157625675201416,True
Markus_Beyer_0001.jpg,1,1,0.017165660858154297,True
Venus_Williams_0005.jpg,1,1,0.014867067337036133,True
Lisa_Ling_0002.jpg,1,1,0.015328168869018555,True
Carson_Palmer_0002.jpg,1,1,0.017506837844848633,True
Patsy_Mink_0001.jpg,1,1,0.022388458251953125,True
Hu_Jintao_0015.jpg,1,1,0.024161577224731445,True
Timothy_Wirth_0001.jpg,1,1,0.023219823837280273,True
Mathias_Reichhold_0003.jpg,1,1,0.020884037017822266,True
Bulent_Ecevit_0003.jpg,2,2,0.03392767906188965,True
Pervez_Musharraf_0013.jpg,2,2,0.02955794334411621,True
Eugene_Melnyk_0001.jpg,1,1,0.0252227783203125,True
Gloria_Macapagal_Arroyo_0041.jpg,1,1,0.0170900821685791,True
Ian_Thorpe_0004.jpg,1,1,0.020483970642089844,True
Julie_Gerberding_0007.jpg,1,1,0.026572465896606445,True
Megan_Mullally_0003.jpg,1,1,0.016939640045166016,True
Zinedine_Zidane_0006.jpg,1,1,0.018683195114135742,True
Richard_Norton-Taylor_0002.jpg,1,1,0.0166475772857666,True
Kevin_Garnett_0001.jpg,1,1,0.020921945571899414,True
Silvio_Berlusconi_0010.jpg,1,1,0.02356433868408203,True
Sharon_Davis_0001.jpg,2,2,0.02731180191040039,True
Peter_Struck_0004.jpg,1,1,0.018437623977661133,True
Rob_Lowe_0003.jpg,1,1,0.015178680419921875,True
Ariel_Sharon_0047.jpg,2,2,0.027332067489624023,True
Mahathir_Mohamad_0005.jpg,1,1,0.018655061721801758,True
Vicente_Fox_0016.jpg,1,1,0.014743566513061523,True
Arnold_Schwarzenegger_0025.jpg,1,1,0.030269622802734375,True
Dominique_de_Villepin_0004.jpg,1,1,0.02324223518371582,True
Sally_Field_0003.jpg,1,1,0.025213003158569336,True
Mike_Matthews_0001.jpg,1,1,0.026066064834594727,True
Bijan_Namdar_Zangeneh_0001.jpg,2,2,0.03318905830383301,True
Tom_Hanks_0006.jpg,1,1,0.024210691452026367,True
Al_Gore_0004.jpg,1,1,0.025663375854492188,True
Mick_Jagger_0003.jpg,1,1,0.0255434513092041,True
Heather_Mills_0002.jpg,2,2,0.0471346378326416,True
Sam_Torrance_0002.jpg,1,1,0.035154104232788086,True
David_Bisbal_0001.jpg,1,1,0.025748729705810547,True
Dan_Duquette_0001.jpg,1,1,0.02660512924194336,True
Atal_Bihari_Vajpayee_0011.jpg,1,1,0.02675151824951172,True
Ray_Romano_0007.jpg,1,1,0.029178857803344727,True
Alan_Tang_Kwong-wing_0001.jpg,1,1,0.021795272827148438,True
Camilla_Parker_Bowles_0002.jpg,1,1,0.01869511604309082,True
Jacques_Chirac_0033.jpg,1,1,0.015467405319213867,True
Mukesh_Ambani_0003.jpg,1,1,0.017106056213378906,True
Thomas_OBrien_0009.jpg,1,1,0.01563096046447754,True
Jacques_Chirac_0049.jpg,1,1,0.015120983123779297,True
Abdel_Madi_Shabneh_0001.jpg,1,1,0.01819133758544922,True
Gerhard_Schroeder_0011.jpg,1,1,0.020936965942382812,True
Taha_Yassin_Ramadan_0010.jpg,1,1,0.016690731048583984,True
Franko_Simatovic_0001.jpg,2,2,0.031511545181274414,True
Markus_Naslund_0002.jpg,1,1,0.014673948287963867,True
Tara_Reid_0001.jpg,1,1,0.016338348388671875,True
Jeannette_Biedermann_0001.jpg,1,1,0.020832061767578125,True
Barbara_Walters_0002.jpg,1,1,0.015535831451416016,True
James_Blake_0004.jpg,1,1,0.016420602798461914,True
George_W_Bush_0261.jpg,1,1,0.017093658447265625,True
Ben_Affleck_0005.jpg,1,1,0.0158846378326416,True
Will_Ofenheusle_0001.jpg,1,1,0.015175580978393555,True
Jessica_Biel_0001.jpg,1,1,0.018032312393188477,True
George_W_Bush_0188.jpg,1,1,0.015547752380371094,True
George_Robertson_0016.jpg,1,1,0.016108036041259766,True
Nicole_Parker_0001.jpg,1,1,0.01636791229248047,True
Junichiro_Koizumi_0010.jpg,1,1,0.015651226043701172,True
Ralf_Schumacher_0001.jpg,1,1,0.016073226928710938,True
Gary_Williams_0001.jpg,1,1,0.0263521671295166,True
Mike_Scioscia_0002.jpg,1,1,0.014991283416748047,True
Dora_Bakoyianni_0001.jpg,1,1,0.015467405319213867,True
Anderson_Varejao_0001.jpg,1,1,0.01593613624572754,True
Vicente_Fox_0031.jpg,1,1,0.015675067901611328,True
George_W_Bush_0020.jpg,1,1,0.015439748764038086,True
Hugo_Chavez_0046.jpg,1,1,0.029131650924682617,True
Hans_Blix_0034.jpg,2,2,0.03317618370056152,True
John_Wolf_0002.jpg,1,1,0.016135215759277344,True
Bob_Stoops_0001.jpg,1,1,0.016591787338256836,True
Greg_Rusedski_0003.jpg,1,1,0.016614437103271484,True
Amr_Moussa_0001.jpg,1,1,0.01566600799560547,True
Annette_Lu_0001.jpg,1,1,0.015054941177368164,True
Anna_Kournikova_0003.jpg,1,1,0.016472816467285156,True
Colin_Powell_0168.jpg,1,1,0.01483774185180664,True
Alvaro_Silva_Calderon_0004.jpg,1,1,0.017334938049316406,True
Mark_Sacco_0001.jpg,1,1,0.015234947204589844,True
Andre_Agassi_0008.jpg,1,1,0.019124984741210938,True
Roy_Williams_0001.jpg,1,1,0.027979135513305664,True
Akhmed_Zakayev_0003.jpg,1,1,0.018829822540283203,True
Denise_Johnson_0002.jpg,2,2,0.029584169387817383,True
Constance_Marie_0001.jpg,1,1,0.02296280860900879,True
Tsutomu_Takebe_0002.jpg,1,1,0.017407894134521484,True
Robert_De_Niro_0006.jpg,1,1,0.01614999771118164,True
Prince_Willem-Alexander_0001.jpg,1,1,0.016716718673706055,True
Stacy_Dragila_0001.jpg,1,1,0.015407085418701172,True
Johnny_Carson_0001.jpg,1,1,0.014290094375610352,True
George_Lopez_0005.jpg,1,1,0.015869140625,True
Tom_Reilly_0002.jpg,1,1,0.016965866088867188,True
John_Nimmo_0001.jpg,1,1,0.016037464141845703,True
Horacio_Julio_Pina_0001.jpg,1,1,0.01852560043334961,True
Earl_Campbell_0001.jpg,1,1,0.014668703079223633,True
Tommy_Franks_0007.jpg,1,1,0.01684117317199707,True
Anne_Krueger_0001.jpg,1,1,0.018992185592651367,True
Travis_Rudolph_0001.jpg,1,1,0.01687169075012207,True
Cindy_Klassen_0001.jpg,1,1,0.015108585357666016,True
John_Howard_0002.jpg,1,1,0.01640176773071289,True
Carolina_Moraes_0002.jpg,1,1,0.023711681365966797,True
Gray_Davis_0017.jpg,1,1,0.027811765670776367,True
Jacques_Chirac_0019.jpg,1,1,0.029352903366088867,True
Spencer_Abraham_0005.jpg,1,1,0.027584314346313477,True
Sergey_Lavrov_0009.jpg,1,1,0.0168302059173584,True
James_Kelly_0003.jpg,1,1,0.01445913314819336,True
Barbara_Boxer_0001.jpg,2,2,0.026833295822143555,True
Albert_Costa_0002.jpg,1,1,0.017788410186767578,True
Susan_Whelan_0001.jpg,1,1,0.015465974807739258,True
John_McCallum_0001.jpg,1,1,0.02725529670715332,True
Charles_Holzner_0001.jpg,1,1,0.018092632293701172,True
Wayne_Ferreira_0002.jpg,1,1,0.028910398483276367,True
Dick_Cheney_0004.jpg,1,1,0.01703166961669922,True
Mohamed_Benaissa_0002.jpg,1,1,0.01962757110595703,True
Greg_Hennigar_0001.jpg,1,1,0.02146148681640625,True
Park_Na-kyong_0001.jpg,2,2,0.03709983825683594,True
Gonzalo_Sanchez_de_Lozada_0002.jpg,1,1,0.015491724014282227,True
Nicolas_Cage_0001.jpg,1,1,0.017795801162719727,True
Eric_Hinske_0001.jpg,1,1,0.015326499938964844,True
Zhu_Rongji_0006.jpg,1,1,0.017422914505004883,True
Jack_Goodman_0001.jpg,1,1,0.01706528663635254,True
Angelo_Reyes_0003.jpg,1,1,0.017456769943237305,True
Joao_Rocha_0001.jpg,1,1,0.0161285400390625,True
Andrei_Nikolishin_0001.jpg,1,1,0.016056060791015625,True
Ramon_Ponce_de_Leon_0001.jpg,1,1,0.023890256881713867,True
Felipe_Perez_Roque_0002.jpg,1,1,0.03151679039001465,True
Elsa_Zylberstein_0005.jpg,2,2,0.042311906814575195,True
George_W_Bush_0050.jpg,2,2,0.029390335083007812,True
Lindsay_Davenport_0022.jpg,1,1,0.014015913009643555,True
Rachel_Hunter_0004.jpg,1,1,0.019929170608520508,True
Paul_Gascoigne_0002.jpg,1,1,0.020536184310913086,True
Aitor_Gonzalez_0002.jpg,1,1,0.01646590232849121,True
Gerardo_Gambala_0001.jpg,1,1,0.01433706283569336,True
Eduard_Shevardnadze_0003.jpg,1,1,0.01730823516845703,True
Joe_Torre_0004.jpg,1,1,0.016376733779907227,True
Andre_Agassi_0014.jpg,1,1,0.021199703216552734,True
Jennifer_Lopez_0008.jpg,1,1,0.01684403419494629,True
Anatoliy_Kinakh_0001.jpg,1,1,0.01612544059753418,True
Adam_Sandler_0002.jpg,1,1,0.026510238647460938,True
Roy_Blunt_0001.jpg,1,1,0.02361583709716797,True
Richard_Armitage_0003.jpg,1,1,0.014481544494628906,True
Barry_Switzer_0001.jpg,1,1,0.015992403030395508,True
Nicole_Kidman_0003.jpg,1,1,0.01802802085876465,True
Geraldine_Chaplin_0002.jpg,2,2,0.027124404907226562,True
Larry_Eustachy_0001.jpg,1,1,0.020052433013916016,True
Hugo_Chavez_0038.jpg,1,1,0.017391681671142578,True
Tung_Chee-hwa_0008.jpg,1,1,0.01758885383605957,True
Dany_Heatley_0001.jpg,1,1,0.015317201614379883,True
Helena_Schneider_0001.jpg,1,1,0.016154766082763672,True
Gerhard_Schroeder_0023.jpg,2,2,0.026825666427612305,True
Johnny_Carson_0002.jpg,1,1,0.018551111221313477,True
Phil_Gramm_0002.jpg,1,1,0.016783475875854492,True
John_Paul_II_0002.jpg,1,1,0.016715526580810547,True
Prince_Felipe_0001.jpg,1,1,0.018661022186279297,True
Yossi_Beilin_0002.jpg,1,1,0.016142845153808594,True
Kirsten_Clark_0001.jpg,1,1,0.015832901000976562,True
Gro_Harlem_Brundtland_0001.jpg,2,2,0.025316238403320312,True
Matthew_Broderick_0001.jpg,1,1,0.01516580581665039,True
Keith_Bogans_0003.jpg,1,1,0.014595270156860352,True
Martin_Boryczewski_0001.jpg,1,1,0.014228343963623047,True
Ralf_Schumacher_0008.jpg,1,1,0.023657798767089844,True
Daniel_Kurtzer_0001.jpg,1,1,0.015197277069091797,True
Tom_Daschle_0024.jpg,1,1,0.024748563766479492,True
Rudolph_Giuliani_0005.jpg,1,1,0.015213966369628906,True
George_W_Bush_0345.jpg,1,1,0.01504206657409668,True
Koji_Uehara_0001.jpg,1,1,0.014800071716308594,True
Lane_Odom_0001.jpg,1,1,0.015445947647094727,True
Charles_Taylor_0003.jpg,1,1,0.016586780548095703,True
Robin_Cook_0002.jpg,1,1,0.017371416091918945,True
Dunn_Lampton_0001.jpg,2,2,0.025934696197509766,True
Carlos_Lordkipanitse_0001.jpg,1,1,0.028642654418945312,True
Johnny_Htu_0001.jpg,2,2,0.02849578857421875,True
Tim_Henman_0004.jpg,1,1,0.015656709671020508,True
Cate_Blanchett_0004.jpg,1,1,0.016703128814697266,True
Stephen_Friedman_0001.jpg,1,1,0.01600480079650879,True
George_W_Bush_0095.jpg,1,1,0.017570972442626953,True
Hamzah_Haz_0001.jpg,3,3,0.04009127616882324,True
Geraldo_Rivera_0001.jpg,1,1,0.017330169677734375,True
Jesse_Jackson_0001.jpg,3,3,0.03587508201599121,True
Tang_Jiaxuan_0002.jpg,1,1,0.015835285186767578,True
Sergey_Lavrov_0010.jpg,1,1,0.014436006546020508,True
Russell_Coutts_0001.jpg,1,1,0.01745772361755371,True
Colin_Powell_0109.jpg,1,1,0.024564266204833984,True
Manuel_Llorente_0001.jpg,1,1,0.017000913619995117,True
Stephen_Keener_0001.jpg,1,1,0.018331050872802734,True
Terunobu_Maeda_0001.jpg,1,1,0.023655414581298828,True
Igor_Ivanov_0014.jpg,2,2,0.031477928161621094,True
Tang_Jiaxuan_0011.jpg,1,1,0.017336130142211914,True
Iain_Duncan_Smith_0001.jpg,2,2,0.026753664016723633,True
Romano_Prodi_0005.jpg,1,1,0.016156673431396484,True
George_W_Bush_0495.jpg,1,1,0.018472909927368164,True
Courtney_Love_0002.jpg,1,1,0.015206098556518555,True
Charles_Grassley_0002.jpg,1,1,0.019781112670898438,True
Lynne_Cheney_0003.jpg,1,1,0.014854907989501953,True
Ahmed_Chalabi_0003.jpg,1,1,0.015353679656982422,True
Jan_Ullrich_0006.jpg,1,1,0.01919269561767578,True
George_W_Bush_0234.jpg,1,1,0.015993833541870117,True
Serena_Williams_0012.jpg,1,1,0.018236160278320312,True
Michelle_Collins_0001.jpg,2,2,0.027225017547607422,True
Natalia_Verbeke_0001.jpg,1,1,0.018596172332763672,True
Henry_Suazo_0001.jpg,1,1,0.01605820655822754,True
Marissa_Jaret_Winokur_0001.jpg,1,1,0.016449689865112305,True
Dwain_Kyles_0001.jpg,1,1,0.014539241790771484,True
Placido_Domingo_0001.jpg,1,1,0.016210079193115234,True
Elvis_Presley_0001.jpg,1,1,0.01531982421875,True
Armando_Calderon_Sol_0001.jpg,1,1,0.01758599281311035,True
Joe_Lieberman_0012.jpg,1,1,0.015262365341186523,True
Andre_Agassi_0006.jpg,1,1,0.01872706413269043,True
John_Fox_0001.jpg,1,1,0.022190093994140625,True
Bruce_Springsteen_0004.jpg,1,1,0.01516270637512207,True
Jan_Petersen_0001.jpg,1,1,0.017553091049194336,True
Lance_Bass_0003.jpg,1,1,0.014205217361450195,True
Donald_Rumsfeld_0028.jpg,1,1,0.016414642333984375,True
Jose_Maria_Aznar_0009.jpg,1,1,0.014836788177490234,True
Aaron_Sorkin_0002.jpg,1,1,0.014326333999633789,True
James_Parker_0001.jpg,1,1,0.02515721321105957,True
George_W_Bush_0443.jpg,1,1,0.01547384262084961,True
Matthew_Ouimet_0001.jpg,1,1,0.015323162078857422,True
Brian_Billick_0001.jpg,1,1,0.01506352424621582,True
Mary_Maddux_0001.jpg,1,1,0.01819753646850586,True
Manuela_Montebrun_0001.jpg,1,1,0.015248775482177734,True
Hans_Eichel_0002.jpg,1,1,0.019589662551879883,True
Ted_Washington_0001.jpg,1,1,0.018033504486083984,True
Cameron_Diaz_0003.jpg,1,1,0.016849756240844727,True
Jon_Gruden_0007.jpg,1,1,0.01711249351501465,True
Gloria_Macapagal_Arroyo_0032.jpg,1,1,0.01636815071105957,True
Phil_Vassar_0001.jpg,1,1,0.12247443199157715,True
John_Edwards_0001.jpg,1,1,0.01831531524658203,True
Atal_Bihari_Vajpayee_0023.jpg,1,1,0.01810622215270996,True
Phil_McGraw_0001.jpg,1,1,0.018579483032226562,True
Maryn_McKenna_0001.jpg,2,2,0.027397871017456055,True
Larry_Thompson_0003.jpg,1,1,0.01817631721496582,True
Juliette_Lewis_0001.jpg,1,1,0.01865530014038086,True
Hans_Blix_0038.jpg,1,1,0.01990652084350586,True
Liza_Minnelli_0007.jpg,1,1,0.01656055450439453,True
Ruth_Harlow_0002.jpg,1,1,0.03328585624694824,True
TJ_Ford_0001.jpg,1,1,0.019058942794799805,True
Wolfgang_Clement_0001.jpg,1,1,0.01695084571838379,True
Mike_Samp_0001.jpg,1,1,0.021352529525756836,True
Denzel_Washington_0002.jpg,1,1,0.018207550048828125,True
David_Nalbandian_0002.jpg,1,1,0.02530527114868164,True
Grant_Hackett_0004.jpg,1,1,0.01556849479675293,True
Emile_Lahoud_0001.jpg,1,1,0.027820110321044922,True
Kelsey_Grammer_0001.jpg,1,1,0.017621278762817383,True
Justin_Guarini_0003.jpg,1,1,0.014606237411499023,True
Hartmut_Mehdorn_0001.jpg,1,1,0.023548603057861328,True
George_W_Bush_0475.jpg,1,1,0.015270709991455078,True
Felipe_Perez_Roque_0001.jpg,1,1,0.018726348876953125,True
Paola_Espinoza_0001.jpg,1,1,0.018921852111816406,True
